survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alone,group_survival_rate,group_avg_fare,fare_zscore,age_group
0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4549403629938127,"(20, 30]"
0,3,male,25.0,8,2,69.55,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,0.7540499726228369,"(20, 30]"
0,3,male,34.0,0,0,6.4958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.515424105978984,"(30, 40]"
0,3,male,45.5,0,0,7.225,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.5007430776237524,"(40, 50]"
1,3,male,18.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(10, 20]"
0,3,female,2.0,0,1,10.4625,S,Third,child,False,Southampton,False,0.5,16.118809722222224,-0.43556229141960745,"(0, 10]"
0,3,male,32.0,1,0,15.85,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.32709542325749746,"(30, 40]"
1,3,male,26.0,0,0,18.7875,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.26795455546609187,"(20, 30]"
1,3,female,16.0,0,0,7.75,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.49017322040145855,"(10, 20]"
1,1,male,40.0,0,0,31.0,C,First,man,True,Cherbourg,True,0.36885245901639346,67.22612704918032,-0.022079543414162937,"(30, 40]"
0,3,male,24.0,0,0,7.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5042663633645169,"(20, 30]"
1,2,female,35.0,0,0,21.0,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.22341015717213955,"(30, 40]"
0,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5002397510893574,"(20, 30]"
0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(20, 30]"
0,3,male,25.0,1,0,7.75,Q,Third,man,True,Queenstown,False,0.13544668587896252,12.661632564841499,-0.49017322040145855,"(20, 30]"
1,1,female,31.0,1,0,113.275,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,1.6343680812795898,"(30, 40]"
1,3,female,27.0,0,0,7.925,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.48664993466069395,"(20, 30]"
0,2,male,42.0,1,0,27.0,S,Second,man,True,Southampton,False,0.1574074074074074,19.74178240740741,-0.10261178891735358,"(40, 50]"
1,1,female,32.0,0,0,76.2917,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,0.8897810325000521,"(30, 40]"
0,2,male,30.0,0,0,10.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.434807301618015,"(20, 30]"
1,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(10, 20]"
0,2,male,27.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(20, 30]"
0,3,male,51.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(50, 60]"
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
1,1,male,38.0,1,0,90.0,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,1.1657710777578991,"(30, 40]"
0,3,male,22.0,0,0,9.35,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4579603222001823,"(20, 30]"
1,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.434807301618015,"(10, 20]"
0,3,male,20.5,0,0,7.25,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5002397510893574,"(20, 30]"
0,2,male,18.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(10, 20]"
0,3,female,21.5,3,1,25.4667,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.13348181192486414,"(20, 30]"
1,1,female,35.0,1,0,83.475,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,1.0344028522808193,"(30, 40]"
0,3,male,29.0,0,0,7.775,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48966989386706367,"(20, 30]"
0,2,male,59.0,0,0,13.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.374408117490622,"(50, 60]"
1,3,female,5.0,4,2,31.3875,S,Third,child,False,Southampton,False,0.5,16.118809722222224,-0.014277982131041355,"(0, 10]"
0,2,male,24.0,0,0,10.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.434807301618015,"(20, 30]"
0,3,female,21.5,0,0,7.55,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.4941998326766181,"(20, 30]"
0,2,male,44.0,1,0,26.0,S,Second,man,True,Southampton,False,0.1574074074074074,19.74178240740741,-0.12274485029315124,"(40, 50]"
1,2,female,8.0,0,2,26.25,S,Second,child,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.11771158494920184,"(0, 10]"
0,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.434807301618015,"(10, 20]"
0,2,male,33.0,0,0,12.275,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.3990711176759742,"(30, 40]"
0,3,female,21.5,1,0,14.4542,C,Third,woman,False,Cherbourg,False,0.5,16.118809722222224,-0.3551971503258359,"(20, 30]"
1,3,female,21.5,1,0,15.5,Q,Third,woman,False,Queenstown,False,0.5,16.118809722222224,-0.33414199473902667,"(20, 30]"
0,2,male,29.0,0,0,10.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.434807301618015,"(20, 30]"
0,3,male,22.0,0,0,7.125,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5027563837613321,"(20, 30]"
0,3,male,30.0,0,0,7.225,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.5007430776237524,"(20, 30]"
0,1,male,44.0,2,0,90.0,Q,First,man,True,Queenstown,False,0.36885245901639346,67.22612704918032,1.1657710777578991,"(40, 50]"
0,3,female,25.0,0,0,7.775,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.48966989386706367,"(20, 30]"
1,2,female,24.0,0,2,14.5,S,Second,woman,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.35427505611482435,"(20, 30]"
1,1,male,37.0,1,1,52.5542,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,0.41187248809205507,"(30, 40]"
0,2,male,54.0,1,0,26.0,S,Second,man,True,Southampton,False,0.1574074074074074,19.74178240740741,-0.12274485029315124,"(50, 60]"
0,3,male,25.0,0,0,7.25,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5002397510893574,"(20, 30]"
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.43556229141960745,"(20, 30]"
0,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,-0.11167166653646252,"(60, 100]"
0,3,male,30.0,1,0,16.1,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.3220621579135481,"(20, 30]"
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.23926494300558024,"(40, 50]"
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,Cherbourg,False,0.5,16.118809722222224,-0.33925981894075447,"(20, 30]"
1,1,female,35.0,0,0,79.2,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,0.9483340148992845,"(30, 40]"
1,1,female,30.0,0,0,86.5,S,First,woman,False,Southampton,True,0.967391304347826,106.69375000000001,1.0953053629426073,"(20, 30]"
1,1,female,35.0,0,0,512.3292,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,9.668550782149426,"(30, 40]"
1,2,female,50.0,0,1,26.0,S,Second,woman,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.12274485029315124,"(40, 50]"
0,3,male,25.0,0,0,7.75,Q,Third,man,True,Queenstown,True,0.13544668587896252,12.661632564841499,-0.49017322040145855,"(20, 30]"
1,3,male,3.0,4,2,31.3875,S,Third,child,False,Southampton,False,0.13544668587896252,12.661632564841499,-0.014277982131041355,"(0, 10]"
0,1,male,52.0,1,1,79.65,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,0.9573938925183935,"(50, 60]"
0,1,male,40.0,0,0,0.0,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,-0.6462044460638905,"(30, 40]"
0,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.49017322040145855,"(20, 30]"
0,2,male,36.0,0,0,10.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.434807301618015,"(30, 40]"
0,3,male,16.0,4,1,39.6875,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,0.15282642728807924,"(10, 20]"
1,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.48966989386706367,"(20, 30]"
1,1,female,58.0,0,1,153.4625,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,2.443465485319458,"(50, 60]"
1,1,female,35.0,0,0,135.6333,S,First,woman,False,Southampton,True,0.967391304347826,106.69375000000001,2.084509107438086,"(30, 40]"
0,1,male,40.0,0,0,31.0,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,-0.022079543414162937,"(30, 40]"
1,3,male,25.0,0,0,0.0,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.6462044460638905,"(20, 30]"
1,2,female,41.0,0,1,19.5,S,Second,woman,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.25360974923583607,"(40, 50]"
0,1,male,37.0,0,1,29.7,C,First,man,True,Cherbourg,False,0.36885245901639346,67.22612704918032,-0.04825252320269991,"(30, 40]"
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.49017322040145855,"(20, 30]"
1,1,female,63.0,1,0,77.9583,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,0.9233347925889563,"(60, 100]"
0,3,female,45.0,0,0,7.75,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.49017322040145855,"(40, 50]"
0,2,male,30.0,0,0,0.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.6462044460638905,"(20, 30]"
0,3,male,7.0,4,1,29.125,Q,Third,child,False,Queenstown,False,0.13544668587896252,12.661632564841499,-0.05982903349378355,"(0, 10]"
1,3,female,35.0,1,1,20.25,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.2385099532039878,"(30, 40]"
0,3,male,65.0,0,0,7.75,Q,Third,man,True,Queenstown,True,0.13544668587896252,12.661632564841499,-0.49017322040145855,"(60, 100]"
0,3,male,28.0,0,0,7.8542,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4880753554061005,"(20, 30]"
0,3,male,16.0,0,0,9.5,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4549403629938127,"(10, 20]"
1,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(10, 20]"
0,1,male,40.0,0,0,26.0,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,-0.12274485029315124,"(30, 40]"
0,3,male,33.0,0,0,8.6625,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.4718018018960432,"(30, 40]"
1,3,male,30.0,0,0,9.5,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4549403629938127,"(20, 30]"
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
1,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(40, 50]"
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.49017322040145855,"(20, 30]"
1,1,female,26.0,0,0,78.85,S,First,woman,False,Southampton,True,0.967391304347826,106.69375000000001,0.941287443417755,"(20, 30]"
1,1,female,19.0,1,0,91.0792,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,1.1874986775946599,"(10, 20]"
0,2,male,36.0,0,0,12.875,C,Second,man,True,Cherbourg,True,0.1574074074074074,19.74178240740741,-0.38699128085049556,"(30, 40]"
0,3,female,24.0,0,0,8.85,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.4680268528880811,"(20, 30]"
0,3,male,24.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
0,1,male,40.0,0,0,27.7208,C,First,man,True,Cherbourg,True,0.36885245901639346,67.22612704918032,-0.08809987827767862,"(30, 40]"
0,3,male,23.5,0,0,7.2292,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.500658518765974,"(20, 30]"
0,1,female,2.0,1,2,151.55,S,First,child,False,Southampton,False,0.967391304347826,106.69375000000001,2.404961005438245,"(0, 10]"
1,1,male,40.0,0,0,30.5,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,-0.032146074102061765,"(30, 40]"
1,1,female,50.0,0,1,247.5208,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,4.337147012122648,"(40, 50]"
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.49017322040145855,"(20, 30]"
1,3,male,25.0,2,0,23.25,Q,Third,man,True,Queenstown,False,0.13544668587896252,12.661632564841499,-0.17811076907659482,"(20, 30]"
0,3,male,19.0,0,0,0.0,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.6462044460638905,"(10, 20]"
1,2,female,28.0,0,0,12.35,Q,Second,woman,False,Queenstown,True,0.9210526315789473,21.97012105263158,-0.3975611380727893,"(20, 30]"
0,3,male,25.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
1,1,male,0.92,1,2,151.55,S,First,child,False,Southampton,False,0.36885245901639346,67.22612704918032,2.404961005438245,"(0, 10]"
1,1,female,35.0,0,0,110.8833,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,1.5862158383870948,"(30, 40]"
1,1,female,17.0,1,0,108.9,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,1.546285937760475,"(10, 20]"
0,2,male,30.0,1,0,24.0,C,Second,man,True,Cherbourg,False,0.1574074074074074,19.74178240740741,-0.16301097304474657,"(20, 30]"
1,1,female,30.0,0,0,56.9292,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,0.4999546316111698,"(20, 30]"
1,1,female,24.0,0,0,83.1583,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,1.0280267117431041,"(20, 30]"
1,1,female,18.0,2,2,262.375,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,4.636207532411021,"(10, 20]"
0,2,female,26.0,1,1,26.0,S,Second,woman,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.12274485029315124,"(20, 30]"
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
0,2,male,43.0,1,1,26.25,S,Second,man,True,Southampton,False,0.1574074074074074,19.74178240740741,-0.11771158494920184,"(40, 50]"
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.4880753554061005,"(20, 30]"
1,2,female,24.0,1,0,26.0,S,Second,woman,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.12274485029315124,"(20, 30]"
0,2,male,54.0,0,0,14.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.36434158680272316,"(50, 60]"
1,1,female,31.0,0,2,164.8667,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,2.67306694386133,"(30, 40]"
1,1,female,40.0,1,1,134.5,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,2.061692308980895,"(30, 40]"
0,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5002397510893574,"(20, 30]"
0,3,male,27.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,Queenstown,True,0.9210526315789473,21.97012105263158,-0.3975611380727893,"(20, 30]"
1,2,female,22.0,1,1,29.0,S,Second,woman,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.06234566616575826,"(20, 30]"
0,3,male,25.0,8,2,69.55,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,0.7540499726228369,"(20, 30]"
1,1,female,36.0,0,0,135.6333,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,2.084509107438086,"(30, 40]"
0,3,male,61.0,0,0,6.2375,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5206244757323525,"(60, 100]"
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.38447464817852084,"(30, 40]"
1,3,female,31.0,1,1,20.525,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.23297336132564347,"(30, 40]"
1,1,female,16.0,0,1,57.9792,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,0.5210943460557573,"(10, 20]"
1,3,female,21.5,2,0,23.25,Q,Third,woman,False,Queenstown,False,0.5,16.118809722222224,-0.17811076907659482,"(20, 30]"
0,1,male,45.5,0,0,28.5,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,-0.07241219685365709,"(40, 50]"
0,1,male,38.0,0,1,153.4625,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,2.443465485319458,"(30, 40]"
0,3,male,16.0,2,0,18.0,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.28380934129953256,"(10, 20]"
1,1,female,35.0,1,0,133.65,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,2.044579206811467,"(30, 40]"
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
0,1,male,29.0,1,0,66.6,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,0.6946574415642337,"(20, 30]"
1,1,female,41.0,0,0,134.5,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,2.061692308980895,"(40, 50]"
1,3,male,45.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(40, 50]"
0,1,male,45.0,0,0,35.5,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,0.06851923277692655,"(40, 50]"
1,2,male,2.0,1,1,26.0,S,Second,child,False,Southampton,False,0.1574074074074074,19.74178240740741,-0.12274485029315124,"(0, 10]"
1,1,female,24.0,3,2,263.0,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,4.648790695770894,"(20, 30]"
0,2,male,28.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(20, 30]"
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(20, 30]"
0,2,male,36.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(30, 40]"
1,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.38447464817852084,"(20, 30]"
1,2,female,40.0,0,0,13.0,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.38447464817852084,"(30, 40]"
1,3,female,21.5,1,0,16.1,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.3220621579135481,"(20, 30]"
1,3,male,3.0,1,1,15.9,S,Third,child,False,Southampton,False,0.13544668587896252,12.661632564841499,-0.32608877018870763,"(0, 10]"
0,3,male,42.0,0,0,8.6625,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4718018018960432,"(40, 50]"
0,3,male,23.0,0,0,9.225,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.460476954872157,"(20, 30]"
0,1,male,40.0,0,0,35.0,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,0.05845270208902771,"(30, 40]"
0,3,male,15.0,1,1,7.2292,C,Third,child,False,Cherbourg,False,0.13544668587896252,12.661632564841499,-0.500658518765974,"(10, 20]"
0,3,male,25.0,1,0,17.8,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.28783595357469205,"(20, 30]"
0,3,male,25.0,0,0,7.225,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.5007430776237524,"(20, 30]"
0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4549403629938127,"(20, 30]"
1,1,female,22.0,0,1,55.0,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,0.46111392960498093,"(20, 30]"
0,2,female,38.0,0,0,13.0,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.38447464817852084,"(30, 40]"
1,3,female,21.5,0,0,7.8792,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.4875720288717055,"(20, 30]"
1,3,female,21.5,0,0,7.8792,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.4875720288717055,"(20, 30]"
0,3,male,40.0,1,4,27.9,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.08449203367913571,"(30, 40]"
0,2,male,29.0,1,0,27.7208,C,Second,man,True,Cherbourg,False,0.1574074074074074,19.74178240740741,-0.08809987827767862,"(20, 30]"
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,Cherbourg,False,0.5,16.118809722222224,-0.3551971503258359,"(40, 50]"
0,3,male,35.0,0,0,7.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5042663633645169,"(30, 40]"
0,3,male,25.0,1,0,15.5,Q,Third,man,True,Queenstown,False,0.13544668587896252,12.661632564841499,-0.33414199473902667,"(20, 30]"
0,3,male,30.0,0,0,7.25,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5002397510893574,"(20, 30]"
1,1,female,60.0,1,0,75.25,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,0.8688084224648837,"(50, 60]"
1,3,female,21.5,0,0,7.2292,C,Third,woman,False,Cherbourg,True,0.5,16.118809722222224,-0.500658518765974,"(20, 30]"
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.49017322040145855,"(20, 30]"
1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,0.7490167072788875,"(20, 30]"
1,1,male,25.0,1,0,55.4417,C,First,man,True,Cherbourg,False,0.36885245901639346,67.22612704918032,0.4700067028146707,"(20, 30]"
0,3,male,18.0,1,0,6.4958,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.515424105978984,"(10, 20]"
0,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(10, 20]"
0,1,male,22.0,0,0,135.6333,C,First,man,True,Cherbourg,True,0.36885245901639346,67.22612704918032,2.084509107438086,"(20, 30]"
0,3,female,3.0,3,1,21.075,S,Third,child,False,Southampton,False,0.5,16.118809722222224,-0.22190017756895475,"(0, 10]"
1,1,female,35.0,1,0,82.1708,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,1.008145313634504,"(30, 40]"
1,3,female,22.0,0,0,7.25,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.5002397510893574,"(20, 30]"
0,1,male,27.0,0,2,211.5,C,First,man,True,Cherbourg,False,0.36885245901639346,67.22612704918032,3.6119380349173147,"(20, 30]"
0,3,male,20.0,0,0,4.0125,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.5654205372935024,"(10, 20]"
0,3,male,19.0,0,0,7.775,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48966989386706367,"(10, 20]"
1,1,female,42.0,0,0,227.525,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,3.9345703434644728,"(40, 50]"
1,3,female,1.0,0,2,15.7417,C,Third,child,False,Cherbourg,False,0.5,16.118809722222224,-0.3292758338044964,"(0, 10]"
0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48664993466069395,"(30, 40]"
1,1,female,35.0,1,0,52.0,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,0.40071474547758795,"(30, 40]"
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
0,2,male,18.0,0,0,73.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,0.8335755650572377,"(10, 20]"
0,3,male,1.0,5,2,46.9,S,Third,child,False,Southampton,False,0.13544668587896252,12.661632564841499,0.29803613246101984,"(0, 10]"
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.38447464817852084,"(30, 40]"
0,3,male,25.0,0,0,7.7292,Q,Third,man,True,Queenstown,True,0.13544668587896252,12.661632564841499,-0.4905919880780752,"(20, 30]"
1,2,female,17.0,0,0,12.0,C,Second,woman,False,Cherbourg,True,0.9210526315789473,21.97012105263158,-0.4046077095543185,"(10, 20]"
1,1,male,36.0,1,2,120.0,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,1.769762919031829,"(30, 40]"
1,3,male,21.0,0,0,7.7958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.489251126190447,"(20, 30]"
0,3,male,28.0,2,0,7.925,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.48664993466069395,"(20, 30]"
1,1,female,23.0,1,0,113.275,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,1.6343680812795898,"(20, 30]"
1,3,female,24.0,0,2,16.7,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.3099823210880695,"(20, 30]"
0,3,male,22.0,0,0,7.7958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.489251126190447,"(20, 30]"
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.4880753554061005,"(30, 40]"
0,2,male,46.0,0,0,26.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.12274485029315124,"(40, 50]"
0,2,male,23.0,0,0,10.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.434807301618015,"(20, 30]"
1,2,female,28.0,0,0,12.65,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.39152121966005005,"(20, 30]"
